query, start at (ms), end at (ms), time (ms)
query 48, 2025-04-18 11:06:02.389, 2025-04-18 11:06:02.645, 17
query 49, 2025-04-18 11:06:02.647, 2025-04-18 11:06:02.908, 
query 50, 2025-04-18 11:06:02.910, 2025-04-18 11:06:03.202, 50
query 51, 2025-04-18 11:06:03.205, 2025-04-18 11:06:03.451, 
query 52, 2025-04-18 11:06:03.452, 2025-04-18 11:06:03.700, 9
query 53, 2025-04-18 11:06:03.702, 2025-04-18 11:06:04.197, 63
query 54, 2025-04-18 11:06:04.199, 2025-04-18 11:06:05.301, 842
query 55, 2025-04-18 11:06:05.303, 2025-04-18 11:06:05.550, 9
query 56, 2025-04-18 11:06:05.552, 2025-04-18 11:06:06.200, 385
query 57, 2025-04-18 11:06:06.202, 2025-04-18 11:06:06.441, 
query 58, 2025-04-18 11:06:06.443, 2025-04-18 11:06:06.894, 201
query 59, 2025-04-18 11:06:06.896, 2025-04-18 11:06:07.385, 230
query 60, 2025-04-18 11:06:07.386, 2025-04-18 11:06:07.946, 297
query 61, 2025-04-18 11:06:07.948, 2025-04-18 11:06:08.220, 34
query 62, 2025-04-18 11:06:08.222, 2025-04-18 11:06:08.479, 17
query 63, 2025-04-18 11:06:08.481, 2025-04-18 11:06:08.968, 59
query 64, 2025-04-18 11:06:08.970, 2025-04-18 11:06:09.385, 166
query 65, 2025-04-18 11:06:09.387, 2025-04-18 11:06:09.696, 66
query 66, 2025-04-18 11:06:09.698, 2025-04-18 11:06:09.945, 
query 67, 2025-04-18 11:06:09.947, 2025-04-18 11:06:10.192, 
query 68, 2025-04-18 11:06:10.194, 2025-04-18 11:06:10.471, 37
query 69, 2025-04-18 11:06:10.473, 2025-04-18 11:06:11.355, 
query 70, 2025-04-18 11:06:11.357, 2025-04-18 11:06:11.602, 
query 71, 2025-04-18 11:06:11.604, 2025-04-18 11:06:11.955, 101
query 72, 2025-04-18 11:06:11.957, 2025-04-18 11:06:12.199, 
query 73, 2025-04-18 11:06:12.201, 2025-04-18 11:06:12.463, 25
query 74, 2025-04-18 11:06:12.465, 2025-04-18 11:06:12.704, 
query 75, 2025-04-18 11:06:12.706, 2025-04-18 11:06:12.948, 
query 76, 2025-04-18 11:06:12.950, 2025-04-18 11:06:13.196, 
query 77, 2025-04-18 11:06:13.197, 2025-04-18 11:06:13.440, 
query 78, 2025-04-18 11:06:13.443, 2025-04-18 11:06:15.684, 1937
query 79, 2025-04-18 11:06:15.686, 2025-04-18 11:06:15.972, 48
query 80, 2025-04-18 11:06:15.974, 2025-04-18 11:06:16.215, 
query 81, 2025-04-18 11:06:16.217, 2025-04-18 11:06:16.577, 95
query 82, 2025-04-18 11:06:16.579, 2025-04-18 11:06:16.856, 39
query 83, 2025-04-18 11:06:16.858, 2025-04-18 11:06:17.305, 196
query 84, 2025-04-18 11:06:17.307, 2025-04-18 11:06:17.550, 
query 85, 2025-04-18 11:06:17.551, 2025-04-18 11:06:17.790, 
query 86, 2025-04-18 11:06:17.793, 2025-04-18 11:06:18.036, 
query 87, 2025-04-18 11:06:18.038, 2025-04-18 11:06:18.282, 
query 88, 2025-04-18 11:06:18.283, 2025-04-18 11:06:18.595, 
query 89, 2025-04-18 11:06:18.597, 2025-04-18 11:06:19.132, 295
query 90, 2025-04-18 11:06:19.134, 2025-04-18 11:06:19.372, 
query 91, 2025-04-18 11:06:19.374, 2025-04-18 11:06:19.631, 18
query 92, 2025-04-18 11:06:19.633, 2025-04-18 11:06:20.121, 235
query 93, 2025-04-18 11:06:20.123, 2025-04-18 11:06:20.375, 13
query 94, 2025-04-18 11:06:20.377, 2025-04-18 11:06:20.739, 
query 95, 2025-04-18 11:06:20.741, 2025-04-18 11:06:21.141, 
query 96, 2025-04-18 11:06:21.143, 2025-04-18 11:06:21.390, 9
query 97, 2025-04-18 11:06:21.392, 2025-04-18 11:06:21.635, 
query 98, 2025-04-18 11:06:21.637, 2025-04-18 11:06:22.028, 118
query 99, 2025-04-18 11:06:22.030, 2025-04-18 11:06:22.286, 17
