query, start at (ms), end at (ms), time (ms)
query 48, 2025-04-18 11:11:59.126, 2025-04-18 11:11:59.386, 22
query 49, 2025-04-18 11:11:59.388, 2025-04-18 11:11:59.647, 
query 50, 2025-04-18 11:11:59.649, 2025-04-18 11:11:59.917, 30
query 51, 2025-04-18 11:11:59.919, 2025-04-18 11:12:00.166, 
query 52, 2025-04-18 11:12:00.168, 2025-04-18 11:12:00.417, 10
query 53, 2025-04-18 11:12:00.418, 2025-04-18 11:12:00.915, 66
query 54, 2025-04-18 11:12:00.917, 2025-04-18 11:12:05.166, 3923
query 55, 2025-04-18 11:12:05.168, 2025-04-18 11:12:05.416, 10
query 56, 2025-04-18 11:12:05.418, 2025-04-18 11:12:05.753, 94
query 57, 2025-04-18 11:12:05.755, 2025-04-18 11:12:05.994, 
query 58, 2025-04-18 11:12:05.996, 2025-04-18 11:12:06.352, 114
query 59, 2025-04-18 11:12:06.354, 2025-04-18 11:12:07.062, 433
query 60, 2025-04-18 11:12:07.064, 2025-04-18 11:12:07.411, 106
query 61, 2025-04-18 11:12:07.413, 2025-04-18 11:12:07.693, 39
query 62, 2025-04-18 11:12:07.695, 2025-04-18 11:12:07.953, 19
query 63, 2025-04-18 11:12:07.955, 2025-04-18 11:12:08.452, 66
query 64, 2025-04-18 11:12:08.454, 2025-04-18 11:12:08.884, 179
query 65, 2025-04-18 11:12:08.886, 2025-04-18 11:12:09.443, 306
query 66, 2025-04-18 11:12:09.445, 2025-04-18 11:12:09.693, 
query 67, 2025-04-18 11:12:09.695, 2025-04-18 11:12:09.939, 
query 68, 2025-04-18 11:12:09.941, 2025-04-18 11:12:10.248, 67
query 69, 2025-04-18 11:12:10.250, 2025-04-18 11:12:13.095, 
query 70, 2025-04-18 11:12:13.097, 2025-04-18 11:12:13.344, 
query 71, 2025-04-18 11:12:13.346, 2025-04-18 11:12:13.934, 301
query 72, 2025-04-18 11:12:13.936, 2025-04-18 11:12:14.177, 
query 73, 2025-04-18 11:12:14.179, 2025-04-18 11:12:14.452, 35
query 74, 2025-04-18 11:12:14.454, 2025-04-18 11:12:14.693, 
query 75, 2025-04-18 11:12:14.695, 2025-04-18 11:12:14.935, 
query 76, 2025-04-18 11:12:14.937, 2025-04-18 11:12:15.183, 
query 77, 2025-04-18 11:12:15.185, 2025-04-18 11:12:15.429, 
query 78, 2025-04-18 11:12:15.430, 2025-04-18 11:12:25.367, 9386
query 79, 2025-04-18 11:12:25.369, 2025-04-18 11:12:25.668, 60
query 80, 2025-04-18 11:12:25.670, 2025-04-18 11:12:25.911, 
query 81, 2025-04-18 11:12:25.913, 2025-04-18 11:12:26.405, 226
query 82, 2025-04-18 11:12:26.406, 2025-04-18 11:12:26.858, 213
query 83, 2025-04-18 11:12:26.859, 2025-04-18 11:12:27.217, 117
query 84, 2025-04-18 11:12:27.219, 2025-04-18 11:12:27.462, 
query 85, 2025-04-18 11:12:27.464, 2025-04-18 11:12:27.703, 
query 86, 2025-04-18 11:12:27.705, 2025-04-18 11:12:27.947, 
query 87, 2025-04-18 11:12:27.949, 2025-04-18 11:12:28.192, 
query 88, 2025-04-18 11:12:28.194, 2025-04-18 11:12:28.515, 
query 89, 2025-04-18 11:12:28.517, 2025-04-18 11:12:29.063, 307
query 90, 2025-04-18 11:12:29.065, 2025-04-18 11:12:29.305, 
query 91, 2025-04-18 11:12:29.307, 2025-04-18 11:12:29.566, 20
query 92, 2025-04-18 11:12:29.568, 2025-04-18 11:12:30.680, 852
query 93, 2025-04-18 11:12:30.682, 2025-04-18 11:12:30.948, 27
query 94, 2025-04-18 11:12:30.950, 2025-04-18 11:12:31.311, 
query 95, 2025-04-18 11:12:31.313, 2025-04-18 11:12:32.243, 
query 96, 2025-04-18 11:12:32.244, 2025-04-18 11:12:32.492, 9
query 97, 2025-04-18 11:12:32.494, 2025-04-18 11:12:32.737, 
query 98, 2025-04-18 11:12:32.738, 2025-04-18 11:12:33.359, 268
query 99, 2025-04-18 11:12:33.361, 2025-04-18 11:12:33.619, 19
