query, start at (ms), end at (ms), time (ms)
query 65, 2025-04-18 12:52:36.775, 2025-04-18 12:52:37.040, 27
query 66, 2025-04-18 12:52:37.042, 2025-04-18 12:52:37.288, 
query 67, 2025-04-18 12:52:37.290, 2025-04-18 12:52:37.534, 
query 68, 2025-04-18 12:52:37.536, 2025-04-18 12:52:37.795, 21
query 69, 2025-04-18 12:52:37.797, 2025-04-18 12:52:38.182, 
query 70, 2025-04-18 12:52:38.184, 2025-04-18 12:52:38.428, 
query 71, 2025-04-18 12:52:38.430, 2025-04-18 12:52:38.706, 38
query 72, 2025-04-18 12:52:38.708, 2025-04-18 12:52:38.950, 
query 73, 2025-04-18 12:52:38.952, 2025-04-18 12:52:39.209, 18
query 74, 2025-04-18 12:52:39.211, 2025-04-18 12:52:39.450, 
query 75, 2025-04-18 12:52:39.452, 2025-04-18 12:52:39.692, 
query 76, 2025-04-18 12:52:39.694, 2025-04-18 12:52:39.940, 
query 77, 2025-04-18 12:52:39.942, 2025-04-18 12:52:40.186, 
query 78, 2025-04-18 12:52:40.188, 2025-04-18 12:52:40.473, 45
query 79, 2025-04-18 12:52:40.475, 2025-04-18 12:52:40.731, 18
query 80, 2025-04-18 12:52:40.733, 2025-04-18 12:52:40.974, 
query 81, 2025-04-18 12:52:40.976, 2025-04-18 12:52:41.294, 54
query 82, 2025-04-18 12:52:41.297, 2025-04-18 12:52:41.545, 11
query 83, 2025-04-18 12:52:41.547, 2025-04-18 12:52:41.867, 79
query 84, 2025-04-18 12:52:41.869, 2025-04-18 12:52:42.111, 
query 85, 2025-04-18 12:52:42.113, 2025-04-18 12:52:42.352, 
query 86, 2025-04-18 12:52:42.354, 2025-04-18 12:52:42.597, 
query 87, 2025-04-18 12:52:42.599, 2025-04-18 12:52:42.842, 
query 88, 2025-04-18 12:52:42.844, 2025-04-18 12:52:43.145, 
query 89, 2025-04-18 12:52:43.147, 2025-04-18 12:52:43.661, 275
query 90, 2025-04-18 12:52:43.663, 2025-04-18 12:52:43.902, 
query 91, 2025-04-18 12:52:43.904, 2025-04-18 12:52:44.156, 13
query 92, 2025-04-18 12:52:44.158, 2025-04-18 12:52:44.472, 61
query 93, 2025-04-18 12:52:44.474, 2025-04-18 12:52:44.722, 10
query 94, 2025-04-18 12:52:44.724, 2025-04-18 12:52:45.083, 
query 95, 2025-04-18 12:52:45.085, 2025-04-18 12:52:45.365, 42
query 96, 2025-04-18 12:52:45.367, 2025-04-18 12:52:45.613, 8
query 97, 2025-04-18 12:52:45.615, 2025-04-18 12:52:45.857, 
query 98, 2025-04-18 12:52:45.859, 2025-04-18 12:52:46.143, 46
query 99, 2025-04-18 12:52:46.145, 2025-04-18 12:52:46.398, 15
