query_id, cpu_used(%), ram_used(gb)
22, 46.0, 3.74
22, 3.2, 0.99
23, 76.2, 0.86
23, 89.6, 0.97
23, 90.8, 1.03
23, 86.2, 1.21
23, 86.4, 1.39
23, 84.8, 1.61
23, 83.6, 1.85
23, 87.5, 2.07
23, 86.2, 2.30
23, 86.4, 2.51
23, 86.2, 2.74
23, 98.4, 2.75
23, 97.0, 2.74
23, 88.1, 2.74
23, 95.5, 2.74
23, 98.5, 2.73
23, 64.1, 2.50
23, us., 2.22
23, us., 2.22
23, 89.4, 2.13
23, 89.6, 2.17
23, 86.6, 2.22
23, 87.9, 2.26
23, 88.1, 2.32
23, 86.8, 2.45
23, 86.4, 2.60
23, 84.6, 2.82
23, 97.1, 2.88
23, 96.9, 2.88
23, 91.0, 2.88
23, 88.2, 2.88
23, 95.5, 2.78
23, 95.5, 2.42
23, 3.2, 1.50
24, 69.2, 1.50
24, 80.0, 1.50
24, us., 1.49
24, 0.0, 1.23
25, 54.8, 1.21
26, 49.2, 1.18
26, 3.2, 1.04
27, 63.1, 1.05
27, 71.9, 1.23
27, 0.0, 0.82
28, 71.9, 0.93
28, 93.9, 1.03
28, 95.5, 1.03
28, us., 1.03
28, 59.4, 0.94
29, 61.9, 1.03
29, 69.8, 1.17
30, 54.1, 0.98
31, 66.7, 1.03
31, 75.8, 1.18
32, 1.6, 0.96
33, 60.3, 1.08
33, 15.9, 1.08
34, 73.4, 1.10
34, 18.8, 1.03
35, 64.1, 1.11
35, 89.1, 1.18
35, 20.3, 0.96
36, 68.3, 1.02
36, 71.0, 1.19
36, 70.3, 1.26
36, 25.8, 1.26
36, 25.8, 1.26
36, 4.8, 0.70
37, 1.6, 0.70
38, 63.1, 0.81
38, 92.4, 0.87
38, 76.9, 0.95
39, 63.1, 1.04
39, 87.1, 1.14
39, 93.9, 1.16
39, 69.2, 0.96
40, 3.2, 0.97
41, 11.5, 0.97
42, 68.8, 1.07
43, 78.5, 1.12
43, 75.4, 1.00
44, 79.7, 1.02
44, 0.0, 1.02
45, 52.4, 1.04
46, 71.0, 1.08
46, 78.1, 1.15
46, 28.6, 0.92
47, 70.3, 0.98
47, 86.6, 1.07
47, 89.4, 1.16
47, 86.8, 1.25
47, 27.0, 0.87
48, 69.2, 0.93
48, 80.0, 1.12
48, 23.8, 0.80
49, 48.4, 0.93
49, 58.1, 1.17
50, 76.2, 1.08
50, 87.7, 1.16
50, 1.6, 0.94
51, 67.7, 1.06
51, 81.8, 1.29
51, 97.0, 1.34
51, 84.8, 1.46
51, 93.9, 1.46
51, 91.9, 1.46
51, 89.6, 1.58
51, 90.8, 1.59
51, 66.7, 1.72
51, 88.2, 1.80
51, 92.4, 1.81
51, 97.0, 1.81
51, 95.5, 1.81
51, 74.6, 1.81
52, 62.5, 0.99
53, 65.2, 0.95
53, 9.5, 1.06
54, 65.6, 1.15
54, 6.3, 1.02
55, 60.6, 1.13
56, 61.5, 1.06
56, 33.9, 0.83
57, 69.2, 0.86
57, 84.4, 0.89
57, 12.7, 0.89
58, 55.6, 1.00
58, 0.0, 1.07
59, 80.3, 1.08
59, 95.5, 1.10
59, 95.4, 1.11
59, 95.5, 1.12
59, 57.1, 1.08
60, 61.3, 1.16
60, 33.3, 1.21
61, 59.7, 1.25
61, 87.7, 1.33
62, 83.1, 1.14
63, 60.3, 1.17
63, 4.8, 1.08
64, 57.8, 1.14
64, 65.1, 1.17
64, 82.5, 1.21
64, 78.5, 1.23
64, 75.4, 1.34
64, 69.4, 1.52
65, 68.8, 1.12
65, 83.1, 1.31
65, 98.5, 1.35
65, 97.1, 1.35
65, 21.9, 1.10
66, 54.0, 1.13
66, 0.0, 1.08
67, 62.5, 1.15
67, 83.8, 1.27
67, 89.4, 1.36
67, 83.6, 1.46
67, 84.4, 1.55
67, 86.4, 1.70
67, 87.7, 1.89
67, 86.2, 2.10
67, 87.9, 2.31
67, 83.8, 2.50
67, 86.4, 2.71
67, 86.6, 2.92
67, 86.6, 3.12
67, 87.7, 3.32
67, 89.6, 3.50
67, 87.9, 3.72
67, 88.2, 3.91
67, 88.1, 4.12
67, 85.1, 4.30
67, 86.4, 4.51
67, 87.9, 4.71
67, 98.5, 4.79
67, 95.4, 4.79
67, 86.4, 4.79
67, 89.7, 4.79
67, 78.5, 4.49
67, 90.8, 3.91
67, 75.4, 3.42
67, 79.1, 3.43
67, 81.8, 3.43
67, 84.8, 3.46
67, 95.5, 3.55
67, 90.9, 3.57
67, 77.6, 3.67
67, 87.5, 3.74
67, 87.5, 3.75
67, 60.9, 3.58
67, 3.2, 1.40
68, 56.5, 1.38
68, 59.4, 1.43
68, 8.1, 1.01
69, 24.2, 0.99
70, 70.3, 1.01
70, 98.5, 1.04
70, 1.6, 0.97
71, 60.9, 1.01
71, 21.0, 1.02
72, 60.7, 1.04
72, 39.7, 1.13
72, 70.3, 1.16
73, 68.8, 0.97
73, 15.9, 1.02
74, 56.2, 1.08
74, 72.7, 1.21
74, 58.5, 1.29
74, 95.6, 1.32
74, 97.0, 1.33
74, 39.1, 1.45
74, 98.5, 1.47
74, 1.6, 0.79
75, 66.7, 0.90
75, 78.8, 1.09
75, 72.6, 1.29
75, 89.6, 1.38
75, 0.0, 0.91
76, 67.2, 1.04
76, 59.4, 1.28
76, 1.6, 0.90
77, 1.6, 0.90
78, 64.6, 1.02
78, 83.3, 1.19
78, 77.8, 1.28
78, 76.9, 1.41
78, 82.1, 1.53
78, 81.8, 1.72
78, 83.1, 1.98
78, 97.0, 2.07
78, us., 2.07
78, 20.6, 0.97
79, 72.3, 1.01
79, 81.5, 1.17
79, 1.6, 1.18
80, 3.2, 1.18
81, 58.1, 1.24
82, 4.8, 1.15
83, 28.6, 1.13
84, 41.3, 1.11
85, 61.9, 1.23
85, 14.5, 1.07
86, 70.3, 1.12
87, 60.6, 1.17
87, 92.4, 1.19
87, 92.1, 1.24
88, 62.5, 1.27
88, 97.1, 1.28
88, 98.5, 1.28
88, 95.3, 1.23
89, 65.1, 1.11
89, 37.1, 0.93
90, 38.1, 0.96
91, 23.8, 0.95
92, 3.2, 0.95
93, 60.3, 1.04
94, 3.2, 0.91
95, 4.8, 0.91
96, 68.3, 0.98
97, 75.0, 0.94
97, 80.6, 1.08
97, 92.4, 1.20
97, 75.4, 0.97
98, 3.2, 0.95
99, 81.8, 0.97
