query, start at (ms), end at (ms), time (ms)
query 66, 2025-04-16 09:18:17.683, 2025-04-16 09:18:17.958, 
query 67, 2025-04-16 09:18:17.960, 2025-04-16 09:18:18.233, 
query 68, 2025-04-16 09:18:18.235, 2025-04-16 09:18:28.235, 9742
query 69, 2025-04-16 09:18:28.237, 2025-04-16 09:19:27.310, 
query 70, 2025-04-16 09:19:27.317, 2025-04-16 09:19:30.637, 
query 71, 2025-04-16 09:19:30.639, 2025-04-16 09:20:18.492, 47145
query 72, 2025-04-16 09:20:18.493, 2025-04-16 09:20:18.805, 
query 73, 2025-04-16 09:20:18.806, 2025-04-16 09:20:38.264, 19202
query 74, 2025-04-16 09:20:38.266, 2025-04-16 09:20:38.536, 
query 75, 2025-04-16 09:20:38.538, 2025-04-16 09:20:38.803, 
query 76, 2025-04-16 09:20:38.805, 2025-04-16 09:20:39.228, 
query 77, 2025-04-16 09:20:39.230, 2025-04-16 09:20:39.497, 
query 78, 2025-04-16 09:20:39.499, 2025-04-16 09:20:51.767, 
query 79, 2025-04-16 09:20:51.769, 2025-04-16 09:21:07.288, 15260
query 80, 2025-04-16 09:21:07.290, 2025-04-16 09:21:07.551, 
query 81, 2025-04-16 09:21:07.553, 2025-04-16 09:21:12.345, 4504
query 82, 2025-04-16 09:21:12.347, 2025-04-16 09:21:12.605, 
query 83, 2025-04-16 09:21:12.608, 2025-04-16 09:21:15.254, 2389
query 84, 2025-04-16 09:21:15.256, 2025-04-16 09:21:15.728, 
query 85, 2025-04-16 09:21:15.730, 2025-04-16 09:21:15.988, 
query 86, 2025-04-16 09:21:15.990, 2025-04-16 09:21:16.264, 
query 87, 2025-04-16 09:21:16.266, 2025-04-16 09:21:16.540, 
query 88, 2025-04-16 09:21:16.541, 2025-04-16 09:21:17.602, 
query 89, 2025-04-16 09:21:17.604, 2025-04-16 09:21:23.212, 5352
query 90, 2025-04-16 09:21:23.214, 2025-04-16 09:21:23.472, 
query 91, 2025-04-16 09:21:23.474, 2025-04-16 09:21:24.359, 629
query 92, 2025-04-16 09:21:24.361, 2025-04-16 09:21:24.617, 
query 93, 2025-04-16 09:21:24.619, 2025-04-16 09:21:29.811, 4927
query 94, 2025-04-16 09:21:29.813, 2025-04-16 09:21:30.071, 
query 95, 2025-04-16 09:21:30.073, 2025-04-16 09:21:30.330, 
query 96, 2025-04-16 09:21:30.333, 2025-04-16 09:21:30.791, 205
query 97, 2025-04-16 09:21:30.793, 2025-04-16 09:21:31.066, 
query 98, 2025-04-16 09:21:31.068, 2025-04-16 09:21:31.327, 
query 99, 2025-04-16 09:21:31.329, 2025-04-16 09:21:40.358, 8773
