query_id, cpu_used(%), ram_used(gb)
43, 87.9, 1.22
43, 87.7, 1.30
43, 42.9, 1.23
44, 75.0, 1.26
44, 97.0, 1.26
45, 60.3, 1.31
45, 1.6, 1.23
46, 69.8, 1.26
46, 80.0, 1.32
46, 77.8, 1.39
46, 58.7, 1.59
46, 50.0, 1.64
46, 1.6, 0.98
47, 70.3, 1.05
47, 87.7, 1.16
47, 85.3, 1.32
47, 86.4, 1.48
47, 84.8, 1.64
47, 87.7, 1.79
47, 86.6, 1.95
47, 93.9, 1.95
47, 3.2, 0.96
48, 68.8, 1.05
48, 81.5, 1.22
48, 83.1, 1.39
48, 81.0, 1.56
48, 4.8, 0.92
49, 59.4, 1.10
49, 73.0, 1.38
49, 68.8, 1.64
49, 1.6, 1.02
50, 69.2, 1.08
50, 87.9, 1.19
50, 89.1, 1.31
50, 89.4, 1.43
50, 0.0, 0.90
51, 71.4, 1.04
51, 80.6, 1.24
51, 81.5, 1.47
51, 91.0, 1.62
51, 94.0, 1.63
51, 90.8, 1.66
51, 98.5, 1.66
51, 73.4, 1.72
51, 98.5, 1.73
51, 95.3, 1.74
51, 67.6, 1.82
51, 89.2, 1.93
51, 96.8, 1.95
51, 96.9, 1.95
51, 96.9, 1.95
51, 12.9, 1.06
52, 62.5, 1.08
52, 52.5, 1.04
53, 65.6, 1.12
53, 73.8, 1.31
54, 61.9, 0.96
54, 71.9, 1.24
54, 1.6, 0.81
55, 69.2, 0.95
55, 56.5, 1.06
56, 60.9, 1.17
56, 67.7, 1.44
56, 32.3, 1.07
57, 81.0, 1.09
57, 95.3, 1.12
58, 56.2, 1.19
58, 65.1, 1.36
59, 86.2, 1.11
59, 95.5, 1.14
59, 96.9, 1.17
59, 97.0, 1.20
59, 95.5, 1.22
59, 94.1, 1.25
59, 97.0, 1.28
59, 97.0, 1.31
59, 60.9, 1.18
60, 62.5, 1.28
60, 71.4, 1.49
60, 50.0, 1.31
61, 15.9, 1.11
62, 81.2, 1.11
62, 37.5, 1.13
63, 64.1, 1.18
63, 72.3, 1.35
64, 63.1, 0.96
64, 93.8, 1.12
64, 95.5, 1.17
64, 93.9, 1.22
64, 95.5, 1.28
64, 81.5, 1.37
64, 75.4, 1.62
64, 76.6, 1.85
64, 74.6, 2.16
64, 1.6, 0.91
65, 68.8, 1.03
65, 82.8, 1.24
65, 76.1, 1.46
65, 80.0, 1.66
65, 97.1, 1.66
65, 98.5, 1.66
65, 95.5, 1.70
65, 35.9, 0.92
66, 60.3, 1.03
66, 59.4, 1.17
67, 72.3, 1.23
67, 86.4, 1.33
67, 89.4, 1.42
67, 86.6, 1.50
67, 87.7, 1.59
67, 89.2, 1.72
67, 89.6, 1.85
67, 89.6, 1.99
67, 89.4, 2.15
67, 87.9, 2.34
67, 89.4, 2.51
67, 88.1, 2.68
67, 86.2, 2.86
67, 89.6, 3.03
67, 89.4, 3.20
67, 88.1, 3.38
67, 89.6, 3.56
67, 88.2, 3.75
67, 87.7, 3.89
67, 89.1, 4.08
67, 86.6, 4.26
67, 87.9, 4.42
67, 91.0, 4.60
67, 87.9, 4.76
67, 89.2, 4.95
67, 89.4, 5.13
67, 90.8, 5.30
67, 88.1, 5.48
67, 89.4, 5.64
67, 90.9, 5.82
67, 89.4, 6.00
67, 89.4, 6.18
67, 87.7, 6.34
67, 92.2, 6.44
67, 97.0, 6.44
67, 85.1, 6.44
67, 93.8, 6.44
67, 71.6, 6.37
67, 90.8, 5.54
67, 84.6, 5.07
67, 73.1, 4.06
67, 71.6, 3.60
67, 69.7, 3.47
67, 86.4, 3.47
67, 88.2, 3.47
67, 83.6, 3.34
67, 78.1, 3.34
67, 28.8, 1.80
68, 64.6, 1.07
68, 76.6, 1.22
68, 77.3, 1.38
68, 75.8, 1.67
68, 1.6, 0.96
69, 19.7, 0.99
70, 71.0, 1.05
70, 79.1, 1.25
70, us., 1.31
70, 98.5, 1.31
71, 60.7, 1.22
71, 76.6, 1.38
71, 20.6, 1.18
72, 57.1, 1.21
72, 56.1, 1.41
72, 22.2, 1.42
72, 46.2, 1.15
73, 70.3, 1.21
73, 79.4, 1.33
73, 7.9, 1.24
74, 67.2, 1.28
74, 73.4, 1.29
74, 76.6, 1.34
74, 75.8, 1.45
74, 34.4, 1.71
74, 84.6, 1.83
74, 50.0, 1.83
74, 47.6, 1.83
74, 69.2, 1.85
74, 73.8, 1.85
74, 98.5, 1.85
74, 33.9, 1.88
74, 68.8, 1.90
74, 50.0, 1.90
74, 50.8, 1.74
75, 66.2, 0.88
75, 75.4, 1.13
75, 74.6, 1.30
75, 81.2, 1.56
75, 75.8, 1.85
75, 92.6, 1.97
75, 88.2, 2.12
75, 93.8, 2.15
75, 0.0, 0.90
76, 65.1, 1.02
76, 75.4, 1.27
76, 67.7, 1.58
76, 26.6, 0.98
77, 3.2, 0.98
78, 56.2, 1.07
78, 81.8, 1.27
78, 80.3, 1.46
78, 98.5, 1.46
78, 84.8, 1.55
78, 80.0, 1.72
78, 66.7, 1.94
78, 94.0, 2.01
78, 81.8, 2.19
78, 85.1, 2.44
78, 83.1, 2.68
78, 83.6, 2.94
78, 82.4, 3.19
78, 81.8, 3.44
78, 98.5, 3.45
78, 98.5, 3.45
78, 98.5, 3.45
78, 97.0, 3.45
78, 56.2, 3.45
78, 1.6, 1.26
79, 71.0, 1.29
79, 81.8, 1.35
79, 83.1, 1.43
79, 74.6, 1.53
80, 3.2, 1.01
81, 41.3, 1.03
81, 1.6, 0.95
82, 3.2, 0.95
83, 38.1, 0.94
84, 50.0, 0.93
85, 60.9, 1.09
85, 77.3, 1.24
86, 76.6, 1.13
87, 73.8, 1.18
87, 95.3, 1.20
87, 92.3, 1.23
87, 90.8, 1.27
87, 95.5, 1.30
88, 62.5, 0.96
88, 83.1, 1.12
88, 98.5, 1.12
88, us., 1.12
88, us., 1.12
88, 98.5, 1.12
88, 98.5, 1.12
88, 1.6, 0.77
89, 70.8, 0.89
89, 75.0, 1.11
89, 34.4, 0.77
90, 71.0, 0.85
91, 24.2, 0.86
92, 3.2, 0.86
93, 54.8, 0.99
93, 29.0, 1.02
94, 1.6, 1.03
95, 3.2, 1.03
96, 69.8, 1.11
96, 39.1, 1.20
97, 72.3, 1.23
97, 84.8, 1.32
97, 88.2, 1.44
97, 97.0, 1.47
97, 70.1, 1.74
97, 98.5, 1.76
97, 98.5, 1.76
97, 3.3, 1.09
98, 1.6, 1.09
99, 81.5, 1.10
99, 97.0, 1.11
